macaw,4.285714285714286
dopey,4.615384615384615
goofy,3.3846153846153846
sooty,5.111111111111111
lowly,5.107142857142857
abyss,3.8
vying,4.782608695652174
hyper,3.3333333333333335
myrrh,4.444444444444445
agony,5.166666666666667
slain,5.607142857142857
snare,5.533333333333333
cinch,4.366666666666666
lurid,4.642857142857143
spilt,5.230769230769231
blimp,5.04
unlit,5.095238095238095
fudge,5.242424242424242
mummy,4.405405405405405
pushy,3.9565217391304346
hussy,4.909090909090909
haunt,5.035714285714286
unify,4.3478260869565215
queen,5.277777777777778
venue,4.321428571428571
awash,3.5833333333333335
leapt,5.2272727272727275
rabid,5.695652173913044
gonad,4.391304347826087
nomad,4.173913043478261
belle,4.814814814814815
truss,4.869565217391305
guppy,4.291666666666667
pudgy,4.24
blank,4.2631578947368425
nobly,4.648648648648648
sling,4.935483870967742
pitch,5.375
tepid,5.666666666666667
tapir,5.380952380952381
fetid,4.612903225806452
realm,5.297297297297297
peace,5.642857142857143
brass,4.363636363636363
grind,5.3428571428571425
price,5.0
prior,5.076923076923077
privy,3.857142857142857
aroma,4.433333333333334
bowel,5.529411764705882
bison,4.666666666666667
bigot,4.5675675675675675
tempo,3.3
grimy,5.583333333333333
climb,4.68
flirt,4.5
grill,5.195652173913044
krill,5.323529411764706
clasp,5.3
olive,5.0
fleet,5.068965517241379
ascot,4.407407407407407
chide,5.535714285714286
dunce,5.918918918918919
deuce,3.9565217391304346
virus,4.35
totem,4.090909090909091
tally,5.516129032258065
tangy,5.538461538461538
tacky,5.176470588235294
stoic,5.275862068965517
sheer,6.108108108108108
sauna,5.78125
skulk,4.65
skull,4.76
beast,5.645161290322581
laden,4.36
payer,5.961538461538462
paper,5.5
arena,4.4
sound,5.161290322580645
flint,4.277777777777778
glint,4.875
women,5.318181818181818
rumba,4.294117647058823
sumac,4.523809523809524
bravo,4.809523809523809
smell,5.372093023255814
fugue,4.909090909090909
hefty,5.566666666666666
thief,5.578947368421052
video,5.548387096774194
circa,3.1904761904761907
risky,4.481481481481482
right,5.425
mushy,5.783783783783784
shame,5.85
steer,5.2926829268292686
clamp,5.4
llama,3.9166666666666665
haste,5.419354838709677
horny,5.32
small,4.833333333333333
horde,5.481481481481482
deity,4.05
fiend,5.107142857142857
index,4.291666666666667
mania,5.7407407407407405
fatty,4.871794871794871
rally,3.761904761904762
sassy,4.739130434782608
savoy,4.222222222222222
savvy,3.96
icily,5.2727272727272725
churn,5.2727272727272725
farce,5.695652173913044
recap,5.37037037037037
jazzy,3.4516129032258065
shade,5.447368421052632
alone,4.275862068965517
awoke,4.863636363636363
bobby,4.129032258064516
shush,4.761904761904762
surge,4.782608695652174
often,4.5
quick,3.8214285714285716
slick,5.2592592592592595
click,5.117647058823529
cloak,5.185185185185185
ninny,4.176470588235294
dryer,5.233333333333333
buyer,4.6923076923076925
vixen,4.68
parry,5.2407407407407405
clash,4.476190476190476
scuba,4.866666666666666
blind,5.419354838709677
elfin,3.466666666666667
plain,5.594594594594595
plump,4.260869565217392
focal,5.28
labor,5.346153846153846
salvo,5.233333333333333
afoot,4.724137931034483
scale,5.321428571428571
chafe,5.40625
truth,3.72
straw,5.0
store,5.615384615384615
diary,3.8666666666666667
plant,4.714285714285714
chasm,5.130434782608695
trial,5.375
booze,3.6296296296296298
pence,5.735849056603773
drink,5.0
quasi,3.8260869565217392
avail,4.413793103448276
plait,4.928571428571429
claim,4.954545454545454
cycle,4.933333333333334
later,5.214285714285714
bleat,5.689655172413793
delta,5.363636363636363
freak,5.0285714285714285
leery,4.875
overt,3.3333333333333335
stern,4.5
forte,5.333333333333333
dummy,4.230769230769231
basic,5.041666666666667
limit,4.208333333333333
musky,5.428571428571429
amend,4.966666666666667
emcee,4.2592592592592595
ember,4.757575757575758
clove,5.354838709677419
quest,4.76
usher,3.7777777777777777
serum,4.84
rebus,4.476190476190476
rower,5.742857142857143
quake,3.739130434782609
these,4.75
siege,5.411764705882353
scene,4.9393939393939394
lumpy,4.88
stray,3.090909090909091
shady,5.897435897435898
snaky,5.055555555555555
upset,4.769230769230769
whine,4.619047619047619
leafy,5.714285714285714
leggy,3.888888888888889
fruit,3.9
candy,4.966666666666667
among,4.2105263157894735
enema,4.8076923076923075
maize,4.56
denim,5.428571428571429
stool,5.434782608695652
donor,4.769230769230769
hound,5.2
wound,5.642857142857143
icing,4.62962962962963
ester,4.730769230769231
wryly,4.818181818181818
arrow,5.217391304347826
delve,4.521739130434782
burly,5.518518518518518
imply,4.521739130434782
slimy,4.428571428571429
egret,5.594594594594595
woken,4.8
relay,4.473684210526316
staid,4.9411764705882355
scamp,5.041666666666667
smack,5.37037037037037
usage,4.967741935483871
bushy,4.533333333333333
snuck,5.590909090909091
stunk,4.96969696969697
frisk,4.909090909090909
borne,4.230769230769231
gorge,5.290322580645161
harsh,4.517241379310345
oddly,4.636363636363637
weedy,4.64
wrong,5.032258064516129
knife,4.6
undid,5.676470588235294
snail,5.115384615384615
anvil,5.2
forth,5.4
swift,4.176470588235294
unfit,5.6
befit,5.153846153846154
spice,5.1875
clone,5.0
cache,3.8636363636363638
creme,4.909090909090909
thong,5.037037037037037
sandy,5.076923076923077
pansy,5.433333333333334
rover,5.21875
asset,5.5
tweed,4.380952380952381
canny,5.368421052631579
mince,5.0
munch,4.037037037037037
crane,4.911764705882353
evoke,4.5
house,5.217391304347826
posse,5.771428571428571
manic,4.333333333333333
guile,5.714285714285714
issue,4.416666666666667
stole,5.625
share,5.326086956521739
lunch,5.666666666666667
crepe,5.571428571428571
carat,4.916666666666667
cargo,4.9375
relax,5.666666666666667
fluke,3.9130434782608696
loose,5.8125
rider,5.357142857142857
lorry,4.931034482758621
actor,4.72
organ,4.833333333333333
